TXNID,UserID,FSA,Order Time,Market,Type,Side,Size,Price,Subtotal,Fees,Status
1186,118,T5T,2021-02-05 00:00:50.252906Z,SC-CAD,market,buy,2000.00000000 / 2000.00000000,0.01099,22.237436,0.03335615,filled
1187,118,T5T,2021-02-04 23:59:50.232543Z,TRX-CAD,market,buy,500.00000000 / 500.00000000,0.04262,21.5579625,0.03233694,filled
1188,118,T5T,2021-02-04 23:58:40.419227Z,ADA-CAD,market,buy,36.00000000 / 36.00000000,0.56439,20.5673472,0.03085102,filled
1189,133,M3C,2021-02-04 23:58:25.006889Z,DOGE-BTC,limit,buy,328079.30960702 / 328079.30960702,0.0000014,0.45931102,0.00068896,filled
1190,133,M3C,2021-02-04 23:50:53.477057Z,DOGE-BTC,limit,buy,137724.44781104 / 137724.44781104,0.00000145,0.19970044,0.00029954,filled
1191,133,M3C,2021-02-04 23:48:00.000529Z,DOGE-BTC,limit,buy,133133.63288401 / 133133.63288401,0.0000015,0.19970043,0.00029953,filled
1192,133,M3C,2021-02-04 23:23:58.760713Z,ZRX-BTC,limit,sell,4637.02259808 / 4637.02259808,0.00002809,0.13025386,0.00019534,filled
1193,217,J7G,2021-02-04 23:08:32.432717Z,SC-CAD,limit,buy,1827.08553638 / 1827.08553638,0.01093,20.19321243,0.03028981,filled
1194,217,J7G,2021-02-04 22:53:51.598549Z,ZRX-CAD,limit,buy,80.00000000 / 80.00000000,1.01234,81.85798848,0.12278698,filled
1195,133,M3C,2021-02-04 21:36:55.504451Z,ZRX-BTC,limit,sell,10641.23175805 / 10641.23175805,0.00002825,0.3012079,0.0004518,filled
1196,133,M3C,2021-02-04 21:32:36.718472Z,ZRX-BTC,limit,buy,10641.23175805 / 10641.23175805,0.00002816,0.29965708,0.00044947,filled
1197,217,J7G,2021-02-04 20:56:44.080789Z,ZRX-CAD,limit,sell,25.00000000 / 25.00000000,1.37654,34.04898765,0.05107348,filled
1198,121,L5G,2021-02-04 19:45:03.931743Z,HBAR-CAD,market,buy,20270.00000000 / 20270.00000000,0.11834045,2436.479294,3.65471894,filled
1199,134,m1w,2021-02-04 19:30:19.919658Z,DOGE-BTC,market,sell,9250.00000000 / 9250.00000000,0.00000126,0.01165499,0.00001748,filled
1200,202,L6M,2021-02-04 19:11:58.626642Z,ETH-CAD,market,buy,0.50000000 / 0.50000000,2109.735,1066.296003,0,filled
1201,224,V3L,2021-02-04 16:57:56.769037Z,HBAR-CAD,market,buy,14200.00000034 / 14200.00000034,0.11586712,1670.669346,2.50600401,filled
1202,43,V6B,2021-02-04 15:43:20.521414Z,BTC-CAD,limit,buy,0.00085525 / 0.00085525,46750,40.62101222,0.06093151,filled
1203,133,M3C,2021-02-04 15:32:48.460560Z,DOGE-BTC,limit,sell,657149.49523522 / 657149.49523522,0.00000131,0.86086583,0.00129129,filled
1204,130,v3x,2021-02-04 15:15:17.136567Z,DOGE-BTC,market,buy,16000.00000000 / 16000.00000000,0.00000132,0.02112,0.00003168,filled
1205,130,v3x,2021-02-04 15:12:07.009705Z,BTC-CAD,market,buy,0.02100000 / 0.02100000,46931.697,1000.136958,1.50020543,filled
1206,92,N5Y,2021-02-04 15:10:48.385461Z,HBAR-CAD,market,buy,76.00000000 / 76.00000000,0.11433457,8.81790338,0.01322685,filled
1207,92,N5Y,2021-02-04 14:32:41.309695Z,HBAR-CAD,limit,buy,426.34596355 / 426.34596355,0.1171,50.63592394,0.07595388,filled
1208,92,N5Y,2021-02-04 13:13:21.519732Z,HBAR-CAD,limit,buy,24706.96685347 / 24706.96685347,0.1172,2935.945413,4.40391811,filled
1209,156,L1T,2021-02-04 12:01:15.868875Z,DOGE-BTC,limit,sell,10000.00000000 / 10000.00000000,0.00000144,0.01439999,0.00002159,filled
1210,203,T2N,2021-02-04 11:43:27.690372Z,ETH-CAD,market,buy,1.25000000 / 1.25000000,2082.628,2639.675245,3.95951286,filled
1211,110,V3G,2021-02-04 08:24:52.764399Z,HBAR-CAD,limit,buy,4240.00000000 / 4240.00000000,0.116,497.4959792,0.74624396,filled
1212,215,V3K,2021-02-04 07:57:31.233149Z,ADA-CAD,limit,buy,1055.00000000 / 1055.00000000,0.5475,584.566754,0.87685012,filled
1213,232,T0E,2021-02-04 07:24:49.493154Z,ETH-CAD,market,buy,0.50000000 / 0.50000000,2148.492,1087.944297,1.63191644,filled
1214,232,T0E,2021-02-04 07:24:27.767248Z,ETH-CAD,market,buy,0.50000000 / 0.50000000,2146.452,1086.911715,1.63036757,filled
1215,238,V4E,2021-02-04 06:47:33.368633Z,BTC-CAD,market,buy,0.00680000 / 0.00680000,48696.697,335.5671314,0.50335069,filled
1216,245,v3b,2021-02-04 06:20:39.993721Z,BTC-CAD,limit,sell,0.10000000 / 0.10000000,48500,4849.999947,0,filled
1217,245,v3b,2021-02-04 06:20:09.513057Z,BTC-CAD,limit,buy,0.10000000 / 0.10000000,48370,4836.98188,0,filled
1218,43,V6B,2021-02-04 04:34:19.361081Z,BTC-CAD,limit,buy,0.00206811 / 0.00206811,48280.9,101.1546754,0.15173201,filled
1219,43,V6B,2021-02-04 04:33:20.450335Z,ADA-CAD,limit,buy,25.00000000 / 25.00000000,0.5555,14.0677936,0.02110169,filled
1220,43,V6B,2021-02-04 04:32:57.075867Z,ADA-CAD,limit,buy,25.00000000 / 25.00000000,0.5575,14.0650887,0.02109763,filled
1221,43,V6B,2021-02-04 04:32:44.640891Z,ADA-CAD,limit,buy,25.00000000 / 25.00000000,0.5565,14.0854818,0.02112822,filled
1222,43,V6B,2021-02-04 04:32:31.932873Z,ADA-CAD,limit,buy,25.00000000 / 25.00000000,0.5555,14.0667072,0.02110006,filled
1223,146,l7l,2021-02-04 04:01:36.895014Z,ETH-CAD,market,sell,1.00000000 / 1.00000000,2095.525,2081.757217,0,filled
1224,222,V6M,2021-02-04 03:52:55.858855Z,LTC-CAD,limit,buy,5.10000000 / 5.10000000,192.1,987.9114358,1.48186715,filled
1225,245,v3b,2021-02-04 03:42:24.509413Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,49000,24499.99942,0,filled
1226,245,v3b,2021-02-04 03:31:50.962693Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,48330,24164.99982,0,filled
1227,43,V6B,2021-02-04 02:59:44.917620Z,ETH-CAD,market,buy,0.02000000 / 0.02000000,2148.051,43.4651488,0.06519772,filled
1228,43,V6B,2021-02-04 02:58:43.491152Z,BTC-CAD,market,buy,0.00100000 / 0.00100000,48459.343,49.03078793,0.07354618,filled
1229,245,v3b,2021-02-04 02:33:20.520340Z,ETH-CAD,limit,sell,10.00000000 / 10.00000000,2135,21349.98764,0,filled
1230,234,L7E,2021-02-04 02:07:51.964551Z,HBAR-CAD,market,buy,1605.00000000 / 1605.00000000,0.12232618,198.6373781,0.29795606,filled
1231,110,V3G,2021-02-04 01:39:45.623272Z,ADA-CAD,limit,buy,260.00000000 / 260.00000000,0.56,147.3420749,0.22101311,filled
1232,134,m1w,2021-02-04 01:17:19.407456Z,ETH-CAD,market,buy,1.00000000 / 1.00000000,2161.223,2186.750087,3.28012512,filled
1233,215,V3K,2021-02-04 01:07:57.699955Z,ADA-CAD,limit,buy,120.00000000 / 120.00000000,0.56,68.00403454,0.10200604,filled
1234,146,l7l,2021-02-04 00:59:33.126455Z,ETH-CAD,market,buy,1.00000000 / 1.00000000,2147.12,2164.528759,0,filled
1235,1,L0K,2021-02-04 00:57:40.342383Z,IOTA-BTC,limit,sell,4163.89594091 / 4163.89594091,0.00001498,0.06237516,0.00009356,filled
1236,108,K2J,2021-02-03 23:36:03.766148Z,EOS-CAD,limit,sell,31.20000000 / 31.20000000,5,153.590214,0.23038532,filled
1237,108,K2J,2021-02-03 23:35:08.298791Z,EOS-CAD,limit,sell,33.28000000 / 33.28000000,5.5,180.7230377,0.27108455,filled
1238,108,K2J,2021-02-03 23:33:56.517791Z,EOS-CAD,limit,sell,35.60000000 / 35.60000000,6,211.7522047,0.31762829,filled
1239,179,M2K,2021-02-03 20:22:08.645349Z,BTC-CAD,market,buy,0.00210000 / 0.00210000,47302.902,100.2118151,0.15031772,filled
1240,179,M2K,2021-02-03 20:21:17.984956Z,ETH-CAD,limit,buy,0.04992511 / 0.04992511,2000,101.1155682,0.15167335,filled
1241,221,R5N,2021-02-03 18:52:49.734515Z,DGB-CAD,limit,sell,15000.00000000 / 15000.00000000,0.0421,624.927918,0.93739187,filled
1242,4,R5N,2021-02-03 18:37:02.792337Z,DGB-CAD,limit,sell,15000.00000000 / 15000.00000000,0.042,623.33985,0.93500977,filled
1243,110,V3G,2021-02-03 17:52:52.703354Z,HBAR-CAD,limit,buy,21000.10000000 / 21000.10000000,0.116,2464.787104,3.69718065,filled
1244,84,L6S,2021-02-03 17:16:35.750988Z,ETH-CAD,limit,sell,1.77400000 / 1.77400000,2070,3621.56946,5.43235418,filled
1245,174,N6M,2021-02-03 16:35:10.983910Z,HBAR-CAD,market,buy,85.00000000 / 85.00000000,0.11907026,10.20782708,0.01531174,filled
1246,110,V3G,2021-02-03 16:02:11.272748Z,HBAR-CAD,limit,buy,20000.00000000 / 20000.00000000,0.118,2380.436798,3.57065519,filled
1247,215,V3K,2021-02-03 07:37:19.100383Z,LTC-CAD,limit,buy,1.00000000 / 1.00000000,196.5,198.30888,0.29746332,filled
1248,102,k0a,2021-02-03 05:57:11.852815Z,HBAR-CAD,limit,buy,91.10000000 / 91.10000000,0.11892207,10.92930734,0.01639396,filled
1249,102,k0a,2021-02-03 05:55:38.828377Z,ALGO-CAD,limit,sell,12.99032000 / 12.99032000,0.84859,10.86349668,0.01629524,filled
1250,85,T3J,2021-02-03 03:58:22.116332Z,HBAR-CAD,limit,buy,22.40067625 / 22.40067625,0.1183,2.66240415,0,filled
1251,222,V6M,2021-02-03 03:54:27.875466Z,BTC-CAD,limit,buy,0.06900000 / 0.06900000,46700,3249.406194,4.87410929,filled
1252,157,T3H,2021-02-03 03:38:44.523120Z,HBAR-CAD,limit,buy,2050.00000000 / 2050.00000000,0.1218,247.7181657,0.37157724,filled
1253,110,V3G,2021-02-03 03:34:52.143983Z,HBAR-CAD,limit,sell,45.00000000 / 45.00000000,0.119,5.27604075,0.00791406,filled
1254,107,M2N,2021-02-03 01:30:33.900739Z,ADA-CAD,limit,buy,455.00000000 / 455.00000000,0.54,247.9603526,0.37194052,filled
1255,1,L0K,2021-02-03 01:19:16.666157Z,IOTA-BTC,limit,buy,4163.89594091 / 4163.89594091,0.00001199,0.04992511,0.00007488,filled
1256,216,V5L,2021-02-03 00:56:27.497102Z,ETH-CAD,market,buy,0.15000000 / 0.15000000,1953.742,295.6674197,0.44350112,filled
1257,216,V5L,2021-02-03 00:54:20.855864Z,ETH-CAD,limit,buy,8.50000000 / 8.50000000,1955,16734.94685,25.10242027,filled
1258,216,V5L,2021-02-03 00:42:49.538809Z,TRX-CAD,market,sell,405912.54205800 / 405912.54205800,0.04272,17077.91317,25.61686974,filled
1259,214,J3L,2021-02-03 00:09:10.364243Z,ADA-ETH,limit,buy,25.00000000 / 25.00000000,0.00028504,0.00712575,0.00001068,filled
1260,214,J3L,2021-02-03 00:08:49.522688Z,ADA-ETH,limit,buy,1950.00000000 / 1950.00000000,0.00028516,0.556023,0.00083403,filled
1261,214,J3L,2021-02-03 00:07:49.458781Z,ADA-ETH,limit,sell,1352.00000000 / 1352.00000000,0.00028081,0.37966864,0.0005695,filled
1262,214,J3L,2021-02-03 00:07:18.074719Z,ADA-CAD,limit,buy,22.00000000 / 22.00000000,0.55062,12.22265721,0.01833398,filled
1263,214,J3L,2021-02-03 00:06:49.092756Z,ADA-CAD,limit,buy,1330.00000000 / 1330.00000000,0.54987,737.9978869,1.10699682,filled
1264,92,N5Y,2021-02-02 23:58:46.628649Z,HBAR-CAD,market,buy,11.40000000 / 11.40000000,0.11925845,1.37216815,0.00205825,filled
1265,92,N5Y,2021-02-02 23:57:17.689754Z,HBAR-CAD,market,buy,230.00000000 / 230.00000000,0.11907124,27.63850057,0.04145775,filled
1266,214,J3L,2021-02-02 23:18:27.793823Z,HBAR-ETH,limit,sell,3090.00000001 / 3090.00000001,0.00006038,0.18744889,0.00028117,filled
1267,83,K1R,2021-02-02 20:55:04.736970Z,HBAR-CAD,limit,buy,4186.93820000 / 4186.93820000,0.11620041,491.1524197,0.73672862,filled
1268,83,K1R,2021-02-02 20:40:28.724923Z,HBAR-CAD,market,buy,580.00000000 / 580.00000000,0.11667935,68.34422182,0.10251633,filled
1269,156,L1T,2021-02-02 20:39:26.384766Z,BTC-CAD,limit,buy,0.04300000 / 0.04300000,45666,1983.084501,2.97462673,filled
1270,40,L5G,2021-02-02 20:29:43.267067Z,HBAR-CAD,market,buy,4000.00000000 / 4000.00000000,0.11511684,465.2788631,0.69791829,filled
1271,146,l7l,2021-02-02 20:09:58.777261Z,ETH-CAD,market,sell,1.00000000 / 1.00000000,1969.842,1952.17357,0,filled
1272,95,L9N,2021-02-02 19:32:10.605829Z,BTC-CAD,market,sell,0.01555000 / 0.01555000,45517.159,698.211729,1.04731759,filled
1273,95,L9N,2021-02-02 19:12:25.020874Z,BTC-CAD,market,buy,0.00250000 / 0.00250000,45268.013,114.28556,0.17142834,filled
1274,95,L9N,2021-02-02 19:08:55.564510Z,BTC-CAD,market,sell,0.00250000 / 0.00250000,45364.081,111.9421717,0.16791325,filled
1275,1,L0K,2021-02-02 18:26:00.730866Z,SC-BTC,limit,buy,249625.56165751 / 249625.56165751,0.0000002,0.04992509,0.00007487,filled
1276,62,M6S,2021-02-02 17:17:53.142628Z,ETH-CAD,market,sell,1.00000000 / 1.00000000,1885.129,1862.197267,2.7932959,filled
1277,24,T3K,2021-02-02 16:56:55.704912Z,LINK-ETH,limit,sell,80.00000000 / 80.00000000,0.01540823,1.23265838,0.00184898,filled
1278,1,L0K,2021-02-02 16:48:51.230836Z,HBAR-BTC,limit,sell,18839.66503076 / 18839.66503076,0.0000029,0.05463502,0.00008195,filled
1279,1,L0K,2021-02-02 16:47:39.302252Z,HBAR-BTC,limit,buy,18839.66503076 / 18839.66503076,0.00000265,0.04992511,0.00007488,filled
1280,1,L0K,2021-02-02 16:39:28.868177Z,XVG-BTC,limit,sell,101887.98435001 / 101887.98435001,0.00000053,0.0540006,0.00008098,filled
1281,62,M6S,2021-02-02 14:44:10.825800Z,ETH-CAD,limit,sell,2.02270000 / 2.02270000,1840,3688.971376,5.53345705,filled
1282,90,M3H,2021-02-02 14:43:20.614848Z,HBAR-CAD,market,buy,10.00000000 / 10.00000000,0.11739392,1.1903253,0.00178548,filled
1283,166,L3V,2021-02-02 13:44:55.183882Z,HBAR-CAD,market,buy,2500.00000000 / 2500.00000000,0.11767607,297.4706954,0.44620604,filled
1284,92,N5Y,2021-02-02 12:57:59.150636Z,HBAR-CAD,limit,buy,16931.12505155 / 16931.12505155,0.115,1968.487356,2.95273103,filled
1285,245,v3b,2021-02-02 09:48:29.956656Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,45100,22573.50632,0,filled
1286,247,V3b,2021-02-02 05:29:08.938108Z,BTC-CAD,market,sell,0.00100000 / 0.00100000,43481.798,42.99353202,0.06449029,filled
1287,247,V3b,2021-02-02 05:28:28.502997Z,BTC-CAD,market,sell,0.00100000 / 0.00100000,43420.897,42.9333388,0.0644,filled
1288,247,V3b,2021-02-02 05:26:51.692044Z,BTC-CAD,market,sell,0.00100000 / 0.00100000,43458.445,42.97609576,0.06446414,filled
1289,71,V4W,2021-02-02 05:09:14.419692Z,ETH-CAD,limit,buy,1.12707120 / 1.12707120,1771.853,2021.280568,3.03192085,filled
1290,71,V4W,2021-02-02 05:08:46.044200Z,BTC-CAD,limit,buy,0.02296841 / 0.02296841,43472.858,1010.494246,1.51574136,filled
1291,76,T2X,2021-02-02 04:57:33.008078Z,BTC-CAD,limit,buy,0.01678000 / 0.01678000,43501.937,739.0130143,1.10851952,filled
1292,125,K2G,2021-02-02 04:52:44.633008Z,HBAR-CAD,market,buy,1000.00000000 / 1000.00000000,0.11451508,115.9170588,0.17387558,filled
1293,159,V6B,2021-02-02 04:50:29.816258Z,ETH-CAD,market,sell,0.13541848 / 0.13541848,1774.326,237.6353843,0.35645307,filled
1294,125,K2G,2021-02-02 04:50:24.152833Z,HBAR-CAD,market,buy,1000.00000000 / 1000.00000000,0.11431808,116.1911132,0.17428666,filled
1295,76,T2X,2021-02-02 04:31:13.989427Z,EOS-CAD,limit,sell,195.00000000 / 195.00000000,3.8708812,746.1694267,1.11925414,filled
1296,61,T6W,2021-02-02 02:54:30.789768Z,HBAR-CAD,limit,buy,27000.00000000 / 27000.00000000,0.10997436,3004.733628,4.50710043,filled
1297,234,L7E,2021-02-02 02:18:30.926648Z,HBAR-CAD,market,buy,885.00000000 / 885.00000000,0.11196163,100.3223069,0.15048346,filled
1298,62,M6S,2021-02-02 01:49:39.317698Z,ADA-CAD,limit,sell,2000.00000000 / 2000.00000000,0.54,1066.932504,1.60039875,filled
1299,1,L0K,2021-02-02 01:45:36.947679Z,XVG-BTC,limit,buy,101887.98435001 / 101887.98435001,0.00000049,0.04992511,0.00007488,filled
1300,1,L0K,2021-02-02 01:38:11.492547Z,HBAR-BTC,limit,sell,19970.04493260 / 19970.04493260,0.00000284,0.05671492,0.00008507,filled
1301,1,L0K,2021-02-02 01:36:07.417386Z,HBAR-BTC,limit,buy,19970.04493260 / 19970.04493260,0.00000258,0.05150455,0.00007725,filled
1302,1,L0K,2021-02-02 01:31:19.078338Z,DOGE-BTC,limit,sell,52005.32534532 / 52005.32534532,0.00000101,0.05252537,0.00007878,filled
1303,1,L0K,2021-02-02 01:28:37.560450Z,DOGE-BTC,limit,buy,52005.32534532 / 52005.32534532,0.00000096,0.04940505,0.0000741,filled
1304,1,L0K,2021-02-02 01:18:48.589442Z,DOGE-BTC,limit,sell,52552.74982263 / 52552.74982263,0.00000108,0.05675696,0.00008513,filled
1305,146,l7l,2021-02-02 00:52:12.869661Z,ETH-CAD,market,sell,1.62000000 / 1.62000000,1780.643,2869.121026,0,filled
1306,202,L6M,2021-02-02 00:39:54.746939Z,ADA-CAD,market,sell,4000.00000000 / 4000.00000000,0.521,2072.515536,0,filled
1307,202,L6M,2021-02-02 00:39:24.387785Z,ADA-CAD,market,buy,2000.00000000 / 2000.00000000,0.52723,1065.047472,0,filled
1308,146,l7l,2021-02-02 00:32:56.271245Z,ADA-CAD,market,sell,2000.00000000 / 2000.00000000,0.53068,1055.597564,0,filled
1309,133,M3C,2021-02-01 22:13:27.797511Z,DOGE-BTC,limit,buy,195784.75424119 / 195784.75424119,0.00000102,0.19970044,0.00029954,filled
1310,210,L6X,2021-02-01 22:08:14.353719Z,SC-CAD,market,buy,10000.00000000 / 10000.00000000,0.00911,92.42289,0.13863433,filled
1311,222,V6M,2021-02-01 20:55:55.589656Z,BTC-CAD,limit,buy,0.06000000 / 0.06000000,43300,2644.755856,3.96713378,filled
1312,1,L0K,2021-02-01 18:07:48.011271Z,DOGE-BTC,limit,buy,52552.74982263 / 52552.74982263,0.00000095,0.0499251,0.00007488,filled
1313,69,T3j,2021-02-01 17:40:49.897044Z,HBAR-CAD,market,buy,10000.00000000 / 10000.00000000,0.10358699,1052.48606,1.57872909,filled
1314,24,T3K,2021-02-01 14:59:22.450503Z,USDC-CAD,limit,buy,6.00000003 / 6.00000003,1.27926,7.78482169,0.01167723,filled
1315,24,T3K,2021-02-01 14:58:59.731220Z,USDC-CAD,limit,buy,50.00000003 / 50.00000003,1.27926,64.89353343,0.0973403,filled
1316,24,T3K,2021-02-01 14:57:46.727034Z,USDC-CAD,limit,buy,1650.00000003 / 1650.00000003,1.27926,2140.966189,3.21144926,filled
1317,24,T3K,2021-02-01 14:51:54.604983Z,LINK-CAD,limit,sell,80.00000000 / 80.00000000,27.99323489,2219.482398,3.32922359,filled
1318,12,L4n,2021-02-01 12:56:03.507567Z,BTC-CAD,market,buy,0.05000000 / 0.05000000,43113.367,2185.016598,3.27752489,filled
1319,1,L0K,2021-02-01 12:29:55.019098Z,STMX-BTC,limit,sell,554723.47035003 / 554723.47035003,0.00000011,0.0610195,0.00009145,filled
1320,114,L6B,2021-02-01 04:55:36.208803Z,USDC-CAD,limit,buy,1545.00000000 / 1545.00000000,1.27802,1996.159961,2.99423994,filled
1321,133,M3C,2021-02-01 03:23:24.173030Z,DOGE-BTC,limit,sell,172100.00000000 / 172100.00000000,0.00000117,0.20135698,0.00030201,filled
1322,245,v3b,2021-02-01 02:01:37.252005Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,42600,21320.65732,0,filled
1323,130,v3x,2021-02-01 00:23:35.028649Z,DOGE-BTC,market,buy,10000.00000000 / 10000.00000000,0.00000109,0.0109,0.00001635,filled
1324,130,v3x,2021-02-01 00:20:47.159345Z,BTC-CAD,market,buy,0.01150000 / 0.01150000,41636.204,484.9233097,0.72738496,filled
1325,155,T1W,2021-01-31 23:56:16.539554Z,BTC-USDT,limit,buy,0.02070000 / 0.02070000,33229.1849,687.6915705,1.03153735,filled
1326,155,T1W,2021-01-31 23:54:41.879614Z,USDT-CAD,market,buy,690.00000000 / 690.00000000,1.2799,894.6049783,1.34190746,filled
1327,155,T1W,2021-01-31 23:51:41.406764Z,ADA-CAD,market,sell,2050.00000000 / 2050.00000000,0.44254,897.7776478,1.34666647,filled
1328,114,L6B,2021-01-31 22:24:07.877560Z,USDC-CAD,limit,buy,1150.00000000 / 1150.00000000,1.2785,1488.808227,2.23321231,filled
1329,205,T9E,2021-01-31 21:27:50.029180Z,ETH-CAD,limit,sell,2.55250905 / 2.55250905,1659,4187.31991,6.28097986,filled
1330,130,v3x,2021-01-31 20:50:08.250822Z,DOGE-BTC,market,buy,1400.00000000 / 1400.00000000,0.00000133,0.001862,0.00000279,filled
1331,76,T2X,2021-01-31 20:49:41.600406Z,DGB-CAD,market,buy,600.00000000 / 600.00000000,0.03624,22.0067928,0.03301018,filled
1332,130,v3x,2021-01-31 20:48:54.898567Z,BTC-CAD,market,buy,0.00200000 / 0.00200000,42084.923,85.17745966,0.12776618,filled
1333,133,M3C,2021-01-31 20:44:59.789670Z,DOGE-BTC,limit,buy,206613.15718730 / 206613.15718730,0.0000013,0.2685971,0.00040289,filled
1334,217,J7G,2021-01-31 20:09:23.909569Z,ZRX-CAD,limit,sell,25.00000000 / 25.00000000,1.11,27.52854885,0.04129282,filled
1335,76,T2X,2021-01-31 19:53:08.878673Z,ADA-CAD,market,buy,790.00000000 / 790.00000000,0.43881,350.7590646,0.52613859,filled
1336,76,T2X,2021-01-31 19:50:58.369155Z,ETH-CAD,market,buy,1.00000000 / 1.00000000,1674.688,1694.451135,2.5416767,filled
1337,76,T2X,2021-01-31 19:40:35.240001Z,SC-CAD,market,sell,250000.00000000 / 250000.00000000,0.00832,2059.49622,3.08924432,filled
1338,133,M3C,2021-01-31 19:14:30.432772Z,DOGE-BTC,limit,buy,172155.55976380 / 172155.55976380,0.00000116,0.19970042,0.00029951,filled
1339,215,V3K,2021-01-31 18:36:23.043599Z,LTC-CAD,limit,buy,0.50000000 / 0.50000000,163,82.46292665,0.12369438,filled
1340,24,T3K,2021-01-31 18:18:55.675589Z,ETH-CAD,market,buy,0.09000000 / 0.09000000,1667.657,151.8624916,0.22779373,filled
1341,24,T3K,2021-01-31 18:18:17.162259Z,ETH-CAD,market,buy,2.20000000 / 2.20000000,1669.291,3715.832924,5.57374938,filled
1342,24,T3K,2021-01-31 18:17:17.510728Z,LINK-CAD,market,buy,160.00000000 / 160.00000000,28.74317178,4653.244997,6.97986749,filled
1343,215,V3K,2021-01-31 18:14:53.644620Z,LTC-CAD,limit,buy,0.50000000 / 0.50000000,162.6,82.26055648,0.12339083,filled
1344,24,T3K,2021-01-31 17:56:42.493832Z,ETH-CAD,market,sell,5.21432809 / 5.21432809,1655.043,8529.32454,12.7939868,filled
1345,76,T2X,2021-01-31 17:52:53.908543Z,ETH-CAD,market,buy,0.36000000 / 0.36000000,1664.637,606.349021,0.90952353,filled
1346,5,T3N,2021-01-31 17:01:04.537193Z,HBAR-CAD,limit,buy,955.69507155 / 955.69507155,0.1003,96.98878524,0.14548317,filled
1347,1,L0K,2021-01-31 16:59:47.019502Z,STMX-BTC,limit,buy,554723.47035003 / 554723.47035003,0.00000009,0.0499251,0.00007486,filled
1348,1,L0K,2021-01-31 16:53:51.838687Z,XVG-BTC,limit,sell,110944.69407001 / 110944.69407001,0.0000005,0.05547234,0.0000832,filled
1349,1,L0K,2021-01-31 16:49:16.965431Z,BAT-BTC,limit,sell,5866.64069700 / 5866.64069700,0.00000945,0.05543975,0.00008315,filled
1350,1,L0K,2021-01-31 16:44:50.559344Z,SC-BTC,limit,sell,262763.74911317 / 262763.74911317,0.00000021,0.05518038,0.00008277,filled
1351,230,T1C,2021-01-31 16:03:02.916119Z,ETH-CAD,limit,buy,0.90000000 / 0.90000000,1669,1513.970138,0,filled
1352,138,H7L,2021-01-31 15:59:26.442763Z,HBAR-CAD,market,buy,5000.00000000 / 5000.00000000,0.10085549,510.2356006,0.7653534,filled
1353,174,N6M,2021-01-31 14:59:21.293930Z,HBAR-CAD,market,buy,5000.00000000 / 5000.00000000,0.10220925,517.0844401,0.77562666,filled
1354,134,m1w,2021-01-31 14:49:06.443201Z,HBAR-ETH,market,buy,6900.00000000 / 6900.00000000,0.00006001,0.414069,0.0006211,filled
1355,71,V4W,2021-01-31 14:38:31.762631Z,ETH-CAD,limit,buy,0.86985175 / 0.86985175,1721.849,1514.843908,2.27226586,filled
1356,147,T2W,2021-01-31 13:24:51.812963Z,HBAR-CAD,limit,buy,19500.00000000 / 19500.00000000,0.101,1992.770205,2.9891553,filled
1357,110,V3G,2021-01-31 09:26:03.800809Z,HBAR-CAD,limit,buy,90.00000000 / 90.00000000,0.1018,9.27025187,0.01390537,filled
1358,245,v3b,2021-01-31 09:21:22.729799Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,44000,21999.99937,0,filled
1359,245,v3b,2021-01-31 09:16:55.510581Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,42000,20999.99951,0,filled
1360,245,v3b,2021-01-31 09:03:58.924393Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,43070,21509.53864,0,filled
1361,76,T2X,2021-01-31 07:39:25.475814Z,SC-CAD,market,buy,250000.00000000 / 250000.00000000,0.00794,2010.7705,3.01615575,filled
1362,76,T2X,2021-01-31 07:34:43.900683Z,DGB-CAD,market,buy,15000.00000000 / 15000.00000000,0.03623,550.0877102,0.82513156,filled
1363,215,V3K,2021-01-31 06:36:48.801618Z,LTC-CAD,limit,buy,0.50000000 / 0.50000000,167.5,84.7394292,0.12710914,filled
1364,247,V3b,2021-01-31 06:27:00.306536Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,43000,21754.02949,32.63104422,filled
1365,41,V3B,2021-01-31 05:59:55.664424Z,BTC-CAD,market,buy,0.00700000 / 0.00700000,43178.302,305.8192879,0.45872893,filled
1366,41,V3B,2021-01-31 05:59:32.903634Z,BTC-CAD,market,buy,0.20000000 / 0.20000000,43163.452,8734.688763,13.10203314,filled
1367,234,L7E,2021-01-31 05:35:46.463452Z,HBAR-CAD,market,buy,965.00000000 / 965.00000000,0.10310473,100.671647,0.15100747,filled
1368,230,T1C,2021-01-31 05:20:17.852032Z,BTC-CAD,limit,buy,0.04400000 / 0.04400000,43069,1910.012363,0,filled
1369,230,T1C,2021-01-31 05:19:19.276528Z,ETH-CAD,limit,buy,2.00000000 / 2.00000000,1696,3418.805463,0,filled
1370,215,V3K,2021-01-31 05:09:40.434849Z,LTC-CAD,limit,buy,0.50000000 / 0.50000000,168,84.99223025,0.12748834,filled
